Name,Host Compromise ratio (compromised hosts / total hosts),MTD Interval,Network Size,MTD Execution Frequency,Attack Success Rate,Mean Time to Compromise (s)
DAP_OSDiversity_3,0.8,100,25,0.0080120890712939,0.2440704475644749,5566.559412926069
DAP_OSDiversity_3,0.1,100,50,0.0080075082454341,0.2046344268286115,725.2601932026644
DAP_OSDiversity_3,0.2,100,50,0.0080075082454341,0.2428857651634927,1999.1036820799382
DAP_OSDiversity_3,0.3,100,50,0.0080075082454341,0.2689472093983008,3030.2794144922545
DAP_OSDiversity_3,0.4,100,50,0.0080075082454341,0.2954990670062044,3797.30601738737
DAP_OSDiversity_3,0.5,100,50,0.0080075082454341,0.3204920456487131,4365.47662562598
DAP_OSDiversity_3,0.6,100,50,0.0080075082454341,0.3412122207223716,4886.345830849628
DAP_OSDiversity_3,0.7,100,50,0.0080075082454341,0.3590688705156096,5379.396056651037
DAP_OSDiversity_3,0.8,100,50,0.0080075082454341,0.3699580797074717,5934.910822834783
DAP_OSDiversity_3,0.1,100,75,0.0079952936567662,0.1771213600045723,2614.566819527712
DAP_OSDiversity_3,0.2,100,75,0.0079952936567662,0.2274666757517993,4276.311915201074
DAP_OSDiversity_3,0.3,100,75,0.0079952936567662,0.2728530159859492,5220.781525077607
DAP_OSDiversity_3,0.4,100,75,0.0079952936567662,0.3007602377718086,6073.935300830333
DAP_OSDiversity_3,0.5,100,75,0.0079952936567662,0.325433206398585,6849.227334122926
DAP_OSDiversity_3,0.6,100,75,0.0079952936567662,0.3410076483214089,7709.190661792343
DAP_OSDiversity_3,0.7,100,75,0.0079952936567662,0.3598099464106431,8359.832346604884
DAP_OSDiversity_3,0.8,100,75,0.0079952936567662,0.3660414506706646,9204.971952340486
DAP_OSDiversity_3,0.1,100,100,0.007990893845899,0.2311136503105046,2287.249658812393
DAP_OSDiversity_3,0.2,100,100,0.007990893845899,0.2844829392068075,4069.3806713987087
DAP_OSDiversity_3,0.3,100,100,0.007990893845899,0.3167435301970969,5590.098457413189
DAP_OSDiversity_3,0.4,100,100,0.007990893845899,0.333613983278072,7092.0943318133395
DAP_OSDiversity_3,0.5,100,100,0.007990893845899,0.3518692394551235,8335.727818888412
DAP_OSDiversity_3,0.6,100,100,0.007990893845899,0.3787239048363169,9043.060580140687
DAP_OSDiversity_3,0.7,100,100,0.007990893845899,0.4005073352091177,9724.050181533989
DAP_OSDiversity_3,0.8,100,100,0.007990893845899,0.4100921286574637,10738.166922903963
DAP_OSDiversity_3,0.1,200,25,0.0041103370586675,0.4107043650793648,-362.13699747469445
DAP_OSDiversity_3,0.2,200,25,0.0041103370586675,0.3386088704896754,840.863824643726
DAP_OSDiversity_3,0.3,200,25,0.0041103370586675,0.3619367046492739,1699.150002747011
DAP_OSDiversity_3,0.4,200,25,0.0041103370586675,0.3707666468540568,2441.12791241378
DAP_OSDiversity_3,0.5,200,25,0.0041103370586675,0.4082375914219165,2786.292362997383
DAP_OSDiversity_3,0.6,200,25,0.0041103370586675,0.4142474688611324,3430.611998373941
DAP_OSDiversity_3,0.7,200,25,0.0041103370586675,0.4455230692320394,3687.8681963160807
DAP_OSDiversity_3,0.8,200,25,0.0041103370586675,0.45937345760448,3972.216883289606
DAP_OSDiversity_3,0.1,200,50,0.0040899488568179,0.360128866017024,221.59362887720135
DAP_OSDiversity_3,0.2,200,50,0.0040899488568179,0.41996164202186,1193.7044969609933
DAP_OSDiversity_3,0.3,200,50,0.0040899488568179,0.4554449754514258,2017.3732556158661
DAP_OSDiversity_3,0.4,200,50,0.0040899488568179,0.4855622461510399,2683.890816945547
DAP_OSDiversity_3,0.5,200,50,0.0040899488568179,0.5102166144700752,3217.4255500738655
DAP_OSDiversity_3,0.6,200,50,0.0040899488568179,0.5320322094771996,3700.463551935891
DAP_OSDiversity_3,0.7,200,50,0.0040899488568179,0.5481598345207539,4190.342580156612
DAP_OSDiversity_3,0.8,200,50,0.0040899488568179,0.559360498134142,4675.510934887238
DAP_OSDiversity_3,0.1,200,75,0.0040580069579716,0.3555071932533821,1406.2142860399435
DAP_OSDiversity_3,0.2,200,75,0.0040580069579716,0.4065826132603927,3054.518666706076
DAP_OSDiversity_3,0.3,200,75,0.0040580069579716,0.46303557700235,3887.0884427017954
DAP_OSDiversity_3,0.4,200,75,0.0040580069579716,0.4841033047548953,4666.40781336281
DAP_OSDiversity_3,0.5,200,75,0.0040580069579716,0.5110870066119624,5328.125745523847
DAP_OSDiversity_3,0.6,200,75,0.0040580069579716,0.5257993067108233,6081.647409591133
DAP_OSDiversity_3,0.7,200,75,0.0040580069579716,0.5440294793035395,6707.481763483713
DAP_OSDiversity_3,0.8,200,75,0.0040580069579716,0.5420675822633005,7425.077920302718
DAP_OSDiversity_3,0.1,200,100,0.0040500845512985,0.4320255524202889,1223.3068269480705
DAP_OSDiversity_3,0.2,200,100,0.0040500845512985,0.5024321619921686,2625.241709485583
DAP_OSDiversity_3,0.3,200,100,0.0040500845512985,0.5439217876341048,3751.784079595058
DAP_OSDiversity_3,0.4,200,100,0.0040500845512985,0.5594651561093122,4946.2912918633465
DAP_OSDiversity_3,0.5,200,100,0.0040500845512985,0.5710072843385319,6112.838147805395
DAP_OSDiversity_3,0.6,200,100,0.0040500845512985,0.5980347826169339,6718.667342039363
DAP_OSDiversity_3,0.7,200,100,0.0040500845512985,0.6180765915539946,7356.416872452759
DAP_OSDiversity_3,0.8,200,100,0.0040500845512985,0.621024097117,8317.550312828564
DAP_OSDiversity_4,0.1,100,25,0.0099703443638035,0.1209431162187915,431.5332989045128
DAP_OSDiversity_4,0.2,100,25,0.0099703443638035,0.1078222856551296,2321.5627402678338
DAP_OSDiversity_4,0.3,100,25,0.0099703443638035,0.119914834953956,3494.9005431430096
DAP_OSDiversity_4,0.4,100,25,0.0099703443638035,0.1243216436151959,4696.860134998915
DAP_OSDiversity_4,0.5,100,25,0.0099703443638035,0.140584701647135,5246.741635472813
DAP_OSDiversity_4,0.6,100,25,0.0099703443638035,0.1462418230480979,6115.164467075181
DAP_OSDiversity_4,0.7,100,25,0.0099703443638035,0.1600020554860026,6524.337065967386
DAP_OSDiversity_4,0.8,100,25,0.0099703443638035,0.1733081420241795,6806.678710023859
DAP_OSDiversity_4,0.1,100,50,0.0099696681798444,0.1505842828484975,1086.9911626993799
DAP_OSDiversity_4,0.2,100,50,0.0099696681798444,0.1809941774037443,2541.918705197693
DAP_OSDiversity_4,0.3,100,50,0.0099696681798444,0.200976192588404,3767.436116448588
DAP_OSDiversity_4,0.4,100,50,0.0099696681798444,0.2223204046323071,4659.926273845335
DAP_OSDiversity_4,0.5,100,50,0.0099696681798444,0.2448864433925532,5244.309939151623
DAP_OSDiversity_4,0.6,100,50,0.0099696681798444,0.2638038819439081,5818.380557123336
DAP_OSDiversity_4,0.7,100,50,0.0099696681798444,0.2798442843195166,6367.276632937634
DAP_OSDiversity_4,0.8,100,50,0.0099696681798444,0.2939716697644063,6866.522059292305
DAP_OSDiversity_4,0.1,100,75,0.0099631299222592,0.1161175890698826,3544.2292795152725
DAP_OSDiversity_4,0.2,100,75,0.0099631299222592,0.1554842494591602,5530.759050448963
DAP_OSDiversity_4,0.3,100,75,0.0099631299222592,0.1947001528541869,6515.966627896405
DAP_OSDiversity_4,0.4,100,75,0.0099631299222592,0.2204524462094816,7462.256734785833
DAP_OSDiversity_4,0.5,100,75,0.0099631299222592,0.2435371533676575,8258.493950156484
DAP_OSDiversity_4,0.6,100,75,0.0099631299222592,0.2581568817498114,9228.709403403254
DAP_OSDiversity_4,0.7,100,75,0.0099631299222592,0.2754736572314769,9960.769574861915
DAP_OSDiversity_4,0.8,100,75,0.0099631299222592,0.2843974865319008,10808.338242782123
DAP_OSDiversity_4,0.1,100,100,0.0099616980633327,0.172707447320233,2781.741200922036
DAP_OSDiversity_4,0.2,100,100,0.0099616980633327,0.2118084340012495,4998.3950395794445
DAP_OSDiversity_4,0.3,100,100,0.0099616980633327,0.2369767670749732,6776.215930282869
DAP_OSDiversity_4,0.4,100,100,0.0099616980633327,0.2531253228757561,8434.025153834076
DAP_OSDiversity_4,0.5,100,100,0.0099616980633327,0.2704773529079415,9760.202375605591
DAP_OSDiversity_4,0.6,100,100,0.0099616980633327,0.2952535232714149,10501.608607169548
DAP_OSDiversity_4,0.7,100,100,0.0099616980633327,0.3158502331917642,11238.444707021732
DAP_OSDiversity_4,0.8,100,100,0.0099616980633327,0.3246200254348295,12401.02350758367
DAP_OSDiversity_4,0.1,200,25,0.0050794970636737,0.291527985902986,-173.27965905169367
DAP_OSDiversity_4,0.2,200,25,0.0050794970636737,0.2580466643100745,1218.0810930922003
DAP_OSDiversity_4,0.3,200,25,0.0050794970636737,0.2915746946660592,2006.412489493328
DAP_OSDiversity_4,0.4,200,25,0.0050794970636737,0.2997357883050808,2841.420424930107
DAP_OSDiversity_4,0.5,200,25,0.0050794970636737,0.3315753081784167,3261.390896836054
DAP_OSDiversity_4,0.6,200,25,0.0050794970636737,0.3383073614571236,3908.5076006096024
DAP_OSDiversity_4,0.7,200,25,0.0050794970636737,0.364318845261179,4261.224617615699
DAP_OSDiversity_4,0.8,200,25,0.0050794970636737,0.381951677126081,4505.284908787488
DAP_OSDiversity_4,0.1,200,50,0.0050683781898251,0.321317976539322,309.9483672333797
DAP_OSDiversity_4,0.2,200,50,0.0050683781898251,0.3750014177520656,1363.0484015343059
DAP_OSDiversity_4,0.3,200,50,0.0050683781898251,0.4042162500734677,2266.269567749651
DAP_OSDiversity_4,0.4,200,50,0.0050683781898251,0.4322602369512208,2969.6721975068785
DAP_OSDiversity_4,0.5,200,50,0.0050683781898251,0.4596674572710366,3477.6522306880606
DAP_OSDiversity_4,0.6,200,50,0.0050683781898251,0.4809331708370686,3969.593958782458
DAP_OSDiversity_4,0.7,200,50,0.0050683781898251,0.4985430479480341,4441.504006343345
DAP_OSDiversity_4,0.8,200,50,0.0050683781898251,0.5103999536208073,4929.655361568566
DAP_OSDiversity_4,0.1,200,75,0.0050425170074081,0.3141328080991817,1566.115730215855
DAP_OSDiversity_4,0.2,200,75,0.0050425170074081,0.3577089965222037,3260.8779765504723
DAP_OSDiversity_4,0.3,200,75,0.0050425170074081,0.410168103605932,4140.662926263893
DAP_OSDiversity_4,0.4,200,75,0.0050425170074081,0.4348990315723086,4952.573016641195
DAP_OSDiversity_4,0.5,200,75,0.0050425170074081,0.4616871949639889,5665.744532292203
DAP_OSDiversity_4,0.6,200,75,0.0050425170074081,0.4755977113177609,6477.6210446489185
DAP_OSDiversity_4,0.7,200,75,0.0050425170074081,0.4952841003913379,7063.015943211563
DAP_OSDiversity_4,0.8,200,75,0.0050425170074081,0.4945598048002619,7808.112951076941
DAP_OSDiversity_4,0.1,200,100,0.0050349236065453,0.3667125762774016,1481.948599945512
DAP_OSDiversity_4,0.2,200,100,0.0050349236065453,0.4348121006728013,2881.029751961669
DAP_OSDiversity_4,0.3,200,100,0.0050349236065453,0.4702416108824805,4246.166977436839
DAP_OSDiversity_4,0.4,200,100,0.0050349236065453,0.4910113861942736,5438.924562410215
DAP_OSDiversity_4,0.5,200,100,0.0050349236065453,0.5036160552051043,6668.781479028237
DAP_OSDiversity_4,0.6,200,100,0.0050349236065453,0.529815292955197,7331.952364740044
DAP_OSDiversity_4,0.7,200,100,0.0050349236065453,0.5513890809336108,7984.956088727837
DAP_OSDiversity_4,0.8,200,100,0.0050349236065453,0.5572999268240253,8955.317982203498
